Name,ADDR,CITY,State,ZIP,County,lat,long,location,,,,,,,,
Paul Mitchell the School-Birmingham,1694 Montgomery Hwy Ste 124,Hoover,AL,35216,Jefferson County,33.388825,-86.808183,"Birmingham-Hoover, AL",,,,,,,,
Taft University System,600 South Cherry Street,Denver,CO,80246,Arapahoe County,39.70586,-104.932501,"Denver-Aurora-Lakewood, CO",,,,,,,,
Mayfield College,35-325 Date Palm Dr Ste 101,Cathedral City,CA,92234,Riverside County,33.782575,-116.464237,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
International Polytechnic Institute,2320 Martin Luther King Ave,Calexico,CA,92231,Imperial County,32.690794,-115.492738,"El Centro, CA",,,,,,,,
Academy of Esthetics and Cosmetology,1242 San Fernando Rd,San Fernando,CA,91340-3212,Los Angeles County,34.284868,-118.444038,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
International Professional School of Bodywork,9025 Balboa Ave Ste 130,San Diego,CA,92123,San Diego County,32.821309,-117.13408,"San Diego-Carlsbad, CA",,,,,,,,
Borner's Barber College,8913 S Western Ave,Los Angeles,CA,90047,Los Angeles County,33.95588,-118.309291,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Paul Mitchell the School-Pasadena,825 E Green Street,Pasadena,CA,91101,Los Angeles County,34.144564,-118.132636,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
San Francisco Institute of Esthetics & Cosmetology Inc,1067 Folsom St,San Francisco,CA,94103,San Francisco County,37.777043,-122.407083,"San Francisco-Oakland-Hayward, CA",,,,,,,,
Laurus College,81 Higuera St Ste 110,San Luis Obispo,CA,93401,San Luis Obispo County,35.2682,-120.669519,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",,,,,,,,
Healing Hands School of Holistic Health,125 W Mission Ave Ste 212,Escondido,CA,92025,San Diego County,33.129626,-117.086556,"San Diego-Carlsbad, CA",,,,,,,,
Career Development Institute Inc,1830 S Robertson Blvd,Los Angeles,CA,90035,Los Angeles County,34.045703,-118.386143,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Auguste Escoffier School of Culinary Arts-Boulder,"637 S Broadway, Ste H",Boulder,CO,80305,Boulder County,39.983475,-105.250075,"Boulder, CO",,,,,,,,
Aspen University,720 S Colorado Blvd Ste 1150N,Denver,CO,80246,Arapahoe County,39.703696,-104.939873,"Denver-Aurora-Lakewood, CO",,,,,,,,
Institute of Taoist Education and Acupuncture,"317 W South Boulder Rd, Suite 5",Louisville,CO,80027,Boulder County,39.987278,-105.138528,"Boulder, CO",,,,,,,,
National Beauty College,7045 Pecos St. #A,Denver,CO,80221,Adams County,39.825829,-105.007602,"Denver-Aurora-Lakewood, CO",,,,,,,,
Denver School of Nursing,1401 19th St,Denver,CO,80202,Denver County,39.753041,-104.994627,"Denver-Aurora-Lakewood, CO",,,,,,,,
Cambridge Institute of Allied Health & Technology,"5150 Linton Blvd, Suite 340",Delray Beach,FL,33484,Palm Beach County,26.438131,-80.1257,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Cozmo Beauty School,10347 Bonita Beach Rd SE Ste 103,Bonita Springs,FL,34135,Lee County,26.330426,-81.780807,"Cape Coral-Fort Myers, FL",,,,,,,,
Orion College,51 N State Road 7,Plantation,FL,33317,Broward County,26.11946,-80.202291,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
North Florida Academy,1115 S Blanding Blvd Ste 202,Orange Park,FL,32065,Clay County,30.131103,-81.78473,"Jacksonville, FL",,,,,,,,
Professional Hands Institute,3383 NW 7 Street - Suite 200,Miami,FL,33125,Miami-Dade County,25.77953,-80.250731,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Celebrity School of Beauty,8478 SW 8th St,Miami,FL,33144,Miami-Dade County,25.761451,-80.333201,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Paul Mitchell the School-Atlanta,887 West Marietta Street Suite A,Atlanta,GA,30318,Fulton County,33.782528,-84.416273,"Atlanta-Sandy Springs-Roswell, GA",,,,,,,,
Evans Hairstyling College-Rexburg,67 Winn Dr,Rexburg,ID,83440,Madison County,43.824716,-111.812372,"Rexburg, ID",,,,,,,,
Paul Mitchell the School-Rexburg,557 Mariah Ave,Rexburg,ID,83440,Madison County,43.814418,-111.80516,"Rexburg, ID",,,,,,,,
University of Aesthetics-Chicago,1357 N Milwaukee Ave,Chicago,IL,60622-2151,Cook County,41.906708,-87.671259,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
The University of Aesthetics & Cosmetology,1037-1043 Curtiss St.,Downers Grove,IL,60515,DuPage County,41.793731,-88.011189,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Tricoci University of Beauty Culture-Chicago NW,5321 N Harlem Ave,Chicago,IL,60656,Cook County,41.97766,-87.806767,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Tricoci University of Beauty Culture-Glendale Heights,530 E North Ave,Glendale Heights,IL,60139,DuPage County,41.904545,-88.06568,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Tricoci University of Beauty Culture-Peoria,602 W Glen Ave,Peoria,IL,61614,Peoria County,40.745986,-89.60137,"Peoria, IL",,,,,,,,
Tricoci University of Beauty Culture-Rockford,5485 E State St,Rockford,IL,61108,Winnebago County,42.263898,-89.009435,"Rockford, IL",,,,,,,,
Frederick School of Cosmetology,403 S Jefferson St,Frederick,MD,21701,Frederick County,39.408237,-77.43111,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Omega Studios' School of Applied Recording Arts & Sciences,5609 Fishers Lane Suite 14A,Rockville,MD,20852,Montgomery County,39.064397,-77.113381,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Focus-Hope Information Technologies Center,1400 Oakman Blvd,Detroit,MI,48238,Wayne County,42.399727,-83.123793,"Detroit-Warren-Dearborn, MI",,,,,,,,
International Cosmetology Academy,940 28th St SE,Grand Rapids,MI,49508,Kent County,42.912191,-85.643208,"Grand Rapids-Wyoming, MI",,,,,,,,
French Academy of Cosmetology,111 W Exchange St Ste A,Spring Lake,MI,49456,Ottawa County,43.075898,-86.198004,"Grand Rapids-Wyoming, MI",,,,,,,,
Healing Arts Center,"10073 Manchester Road, Suite 100",St. Louis,MO,63122,St. Louis County,38.602577,-90.388253,"St. Louis, MO-IL",,,,,,,,
Paul Mitchell the School-Springfield,3017 S Kansas Expy,Springfield,MO,65807,Greene County,37.159135,-93.31815,"Springfield, MO",,,,,,,,
Urshan Graduate School of Theology,704 Howdershell Rd,Florissant,MO,63031,St. Louis County,38.801695,-90.364462,"St. Louis, MO-IL",,,,,,,,
Mississippi Institute of Aesthetics Nails & Cosmetology,507 Springridge Rd Ste G,Clinton,MS,39056,Hinds County,32.32091,-90.325011,"Jackson, MS",,,,,,,,
College of Western Idaho,5500 East Opportunity Drive,Nampa,ID,83687,Canyon County,43.614106,-116.507314,"Boise City, ID",,,,,,,,
Aveda Institute-Chapel Hill,"201 S. Estes Drive, Suite 200B",Chapel Hill,NC,27516,Orange County,35.925206,-79.025224,"Durham-Chapel Hill, NC",,,,,,,,
Charlotte School of Law,"201 South College Street, Suite 400",Charlotte,NC,28244,Mecklenburg County,35.22477,-80.843091,"Charlotte-Concord-Gastonia, NC-SC",,,,,,,,
Daoist Traditions College of Chinese Medical Arts,382 Montford Ave,Asheville,NC,28801,Buncombe County,35.606831,-82.568537,"Asheville, NC",,,,,,,,
Total Image Beauty Academy,3900 Bergenline ave,Union City,NJ,07087,Hudson County,40.77578,-74.026091,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Jersey College,546 U.S. Highway 46,Teterboro,NJ,07608,Bergen County,40.862137,-74.057936,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
American Institute of Medical Sciences & Education,4500 New Brunswick Ave,Piscataway,NJ,08854,Middlesex County,40.56114,-74.437251,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Casal Institute of Nevada,4856 S Eastern Ave,Las Vegas,NV,89119,Clark County,36.101554,-115.117263,"Las Vegas-Henderson-Paradise, NV",,,,,,,,
Career School of NY,350 St. Marks Pl,Staten Island,NY,10301,Richmond County,40.641352,-74.078168,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,2144 Saratoga Ave,Ballston Spa,NY,12020,Saratoga County,43.02103,-73.840692,"Albany-Schenectady-Troy, NY",,,,,,,,
Ann Marie's World of Beauty School,389 State St,Binghamton,NY,13901,Broome County,42.107798,-75.908079,"Binghamton, NY",,,,,,,,
Yeshiva of Machzikai Hadas,1321 43rd St,Brooklyn,NY,11219,Kings County,40.638341,-73.987833,"New York-Newark-Jersey City, NY-NJ-PA",,,,,,,,
Aveda Institute-Columbus,1618 Neil Ave,Columbus,OH,43201,Franklin County,39.994537,-83.014111,"Columbus, OH",,,,,,,,
Paul Mitchell the School-Cincinnati,11956 Lebanon Rd,Cincinnati,OH,45241,Hamilton County,39.291559,-84.39234,"Cincinnati, OH-KY-IN",,,,,,,,
Cutter's Edge School of Cosmetology,2330 E Main St,Cushing,OK,74023,Payne County,35.986857,-96.734872,"Stillwater, OK",,,,,,,,
Hands on Therapy,1804 N Galloway Ave,Mesquite,TX,75149,Dallas County,32.78877,-96.606185,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
MediaTech Institute-Dallas,13300 Branch View Lane,Dallas,TX,75234,Dallas County,32.92425,-96.902721,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
PCCenter,1229 E Pleasant Run Ste 302,DeSoto,TX,75115,Dallas County,32.605705,-96.827185,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Aveda Institute-San Antonio,21003 Encino Commons Ste 121,San Antonio,TX,78259-2792,Bexar County,29.63745,-98.452421,"San Antonio-New Braunfels, TX",,,,,,,,
Skin Institute,552 N Dixie Drive,Saint George,UT,84770,Washington County,37.11751,-113.623625,"St. George, UT",,,,,,,,
Skin Science Institute,421 S 400 E,Salt Lake City,UT,84111,Salt Lake County,40.76005,-111.879181,"Salt Lake City, UT",,,,,,,,
Global Health College,6101 Stevenson Avenue,Alexandria,VA,22304,Alexandria city,38.81331,-77.138551,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Pacific Northwest University of Health Sciences,200 University Parkway,Yakima,WA,98901,Yakima County,46.602872,-120.45598,"Yakima, WA",,,,,,,,
Brensten Education,20633 Watertown Road,Waukesha,WI,53186-0000,Waukesha County,43.03762,-88.172381,"Milwaukee-Waukesha-West Allis, WI",,,,,,,,
The Chicago School of Professional Psychology at Irvine,4199 Campus Dr,Irvine,CA,92612,Orange County,33.650533,-117.838396,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Fortis College-Dothan,200 Vulcan Way,Dothan,AL,36303,Houston County,31.242886,-85.374424,"Dothan, AL",,,,,,,,
Fortis Institute-Pensacola,4081 E Olive Rd Ste B,Pensacola,FL,32514,Escambia County,30.510415,-87.183112,"Pensacola-Ferry Pass-Brent, FL",,,,,,,,
Fortis College-Montgomery,3736 Atlanta Hwy,Montgomery,AL,36109,Montgomery County,32.383686,-86.251882,"Montgomery, AL",,,,,,,,
Woodland Community College,2300 E Gibson Rd,Woodland,CA,95776,Yolo County,38.660562,-121.734242,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
Dorsey Business Schools-Farmington Hills,"33533 W. 12 Mile Road, Suite 152",Farmington Hills,MI,48331,Oakland County,42.49766,-83.379921,"Detroit-Warren-Dearborn, MI",,,,,,,,
Dorsey Business Schools-Roseville Culinary Academy,31522 Gratiot Ave,Roseville,MI,48066,Macomb County,42.536298,-82.91033,"Detroit-Warren-Dearborn, MI",,,,,,,,
Vatterott College-Appling Farms,6991 Appling Farms Parkway,Memphis,TN,38133,Shelby County,35.179508,-89.82991,"Memphis, TN-MS-AR",,,,,,,,
Minnesota School of Business-Moorhead,2777 34th Street South,Moorhead,MN,56560,Clay County,46.848594,-96.72303,"Fargo, ND-MN",,,,,,,,
Brown Mackie College-Boise,"9050 W Overland Rd, Ste 101",Boise,ID,83709,Ada County,43.590789,-116.295147,"Boise City, ID",,,,,,,,
Brown Mackie College-Tulsa,4608 S Garnett Rd Ste 110,Tulsa,OK,74146,Tulsa County,36.09694,-95.853318,"Tulsa, OK",,,,,,,,
Fortis Institute-Birmingham,100 London Pkwy Ste 150,Birmingham,AL,35211,Jefferson County,33.442835,-86.862473,"Birmingham-Hoover, AL",,,,,,,,
Miller-Motte College-Greenville,1021 WH Smith Blvd Ste 102,Greenville,NC,27834,Pitt County,35.604669,-77.406368,"Greenville, NC",,,,,,,,
The Chicago School of Professional Psychology at Los Angeles,617 W 7th St,Los Angeles,CA,90017,Los Angeles County,34.047983,-118.257204,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Metro Business College-Arnold,2132 Tenbrook Rd,Arnold,MO,63010,Jefferson County,38.44784,-90.366871,"St. Louis, MO-IL",,,,,,,,
The Chicago School of Professional Psychology at Westwood,1145 Gayley Ave Ste 322,Los Angeles,CA,90024,Los Angeles County,34.059306,-118.446059,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Cardiac and Vascular Institute of Ultrasound,2936 North McVay Drive,Mobile,AL,36606,Mobile County,30.65016,-88.112221,"Mobile, AL",,,,,,,,
Virginia College-Jacksonville,5940 Beach Boulevard,Jacksonville,FL,32207,Duval County,30.29163,-81.603291,"Jacksonville, FL",,,,,,,,
Studio Academy of Beauty,610 N Alma School Rd Ste 38,Chandler,AZ,85224,Maricopa County,33.31467,-111.84318,"Phoenix-Mesa-Scottsdale, AZ",,,,,,,,
California Nurses Educational Institute,5200 E. Ramon Rd. Suite I-1,Palm Springs,CA,92264,Riverside County,33.81682,-116.489431,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
RWM Fiber Optics,16627 South Avalon Blvd  Suite A,Carson,CA,90746-1051,Los Angeles County,33.881313,-118.265515,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Paul Mitchell the School-Sacramento,2100 Arden Way Ste 265,Sacramento,CA,95825,Sacramento County,38.594888,-121.417266,"Sacramento--Roseville--Arden-Arcade, CA",,,,,,,,
Providence Christian College,1539 East Howard Street,Pasadena,CA,91104,Los Angeles County,34.17308,-118.119911,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Oxford Academy of Hair Design Inc,153 North Street,Seymour,CT,06483,New Haven County,41.39765,-73.060951,"New Haven-Milford, CT",,,,,,,,
Institute of World Politics,1521 16th St NW,Washington,DC,20036,District of Columbia,38.910537,-77.036112,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Pontifical John Paul II Institute for Studies on Marriage and Family,620 Michigan Ave NE - McGivney Hall,Washington,DC,20064,District of Columbia,38.932716,-76.997896,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Medical Institute of Palm Beach,5821B Lake Worth Rd,Greenacres,FL,33463,Palm Beach County,26.62047,-80.13622,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Lake Lanier School of Massage,675 E.E. Butler Pkwy Ste K,Gainesville,GA,30501-4546,Hall County,34.296441,-83.818401,"Gainesville, GA",,,,,,,,
Oliver Finley Academy of Cosmetology,6843 N Strawberry Glen Rd. #140,Boise,ID,83714,Ada County,43.6674,-116.281291,"Boise City, ID",,,,,,,,
National Career College,14355 Roscoe Blvd,Panorama City,CA,91402,Los Angeles County,34.22245,-118.446211,"Los Angeles-Long Beach-Anaheim, CA",,,,,,,,
Aveda Institute-Chicago,2828 N Clark St,Chicago,IL,60657,Cook County,41.933493,-87.645838,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Tricoci University of Beauty Culture-Libertyville,751 E Park Ave,Libertyville,IL,60048,Lake County,42.28167,-87.942702,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Tricoci University of Beauty Culture-Bridgeview,7350 W 87th St,Bridgeview,IL,60455,Cook County,41.734817,-87.802347,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
The Temple-A Paul Mitchell Partner School,22 W Church St,Frederick,MD,21701,Frederick County,39.415152,-77.411591,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Center for Massage,"16 Eagle Street, Suite 100",Asheville,NC,28801,Buncombe County,35.59418,-82.550791,"Asheville, NC",,,,,,,,
Academy of Hair Design-Oklahoma City,11920 N May Ave,Oklahoma City,OK,73120,Cleveland County,35.349359,-97.564828,"Oklahoma City, OK",,,,,,,,
Education and Technology Institute,219 Donohoe Rd,Greensburg,PA,15601,Westmoreland County,40.310893,-79.501924,"Pittsburgh, PA",,,,,,,,
Pulse Beauty Academy-A Paul Mitchell Partner School,150 E Pennsylvania Ave Ste 250,Downington,PA,19335,Chester County,40.00839,-75.701965,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,,,,,,,
Liberty Technical College,Carr. 735 Km 0.4,Cayey,PR,00737,Cayey Municipio,18.127882,-66.1376,"San Juan-Carolina-Caguas, PR",,,,,,,,
Toni & Guy Hairdressing Academy-Cranston,1400 Oaklawn Ave,Cranston,RI,02920,Providence County,41.733395,-71.478372,"Providence-Warwick, RI-MA",,,,,,,,
South Texas Training Center,1901 W Hwy 77,San Benito,TX,78586,Cameron County,26.137434,-97.652261,"Brownsville-Harlingen, TX",,,,,,,,
Columbia College,8300 Merrifield Ave 3F,Fairfax,VA,22031,Fairfax County,38.878307,-77.231454,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Vermont College of Fine Arts,36 College St,Montpelier,VT,05602,Washington County,44.25521,-72.567616,"Barre, VT",,,,,,,,
Advanced Welding Institute,2 Green Tree Dr Ste 3,South Burlington,VT,05403,Chittenden County,44.45588,-73.139437,"Burlington-South Burlington, VT",,,,,,,,
The Art Institute of Washington-Dulles,"The Corporate Office Park at Dulles Town Center, 21000 Atlantic Blvd Ste 100",Sterling,VA,20166,Loudoun County,39.035205,-77.43001,"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,,,,,,
Paul Mitchell the School-Memphis,8000 US Hwy 64 Ste 108,Bartlett,TN,38133,Shelby County,35.204071,-89.796783,"Memphis, TN-MS-AR",,,,,,,,
Pima Medical Institute-East Valley,2160 S Power Rd,Mesa,AZ,85209,Maricopa County,33.376805,-111.688571,"Phoenix-Mesa-Scottsdale, AZ",,,,,,,,
Virginia College-Charleston,6185 Rivers Avenue,North Charleston,SC,29406,Charleston County,32.906099,-80.023116,"Charleston-North Charleston, SC",,,,,,,,
Paul Mitchell the School-Cleveland,10735 Ravenna Rd,Twinsburg,OH,44087,Summit County,41.331292,-81.46369,"Akron, OH",,,,,,,,
Paul Mitchell the School-Columbus,3000 Morse Rd,Columbus,OH,43231,Franklin County,40.059575,-82.938765,"Columbus, OH",,,,,,,,
Georgia Beauty Academy,785 Shugart Road Suite 1,Dalton,GA,30721-3952,Whitfield County,34.785043,-84.996811,"Dalton, GA",,,,,,,,
Empire Beauty School-Lauderhill,4806 N University Dr,Lauderhill,FL,33351,Broward County,26.183157,-80.250996,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Empire Beauty School-Spring Lake Park,8205 University Ave,Spring Lake Park,MN,55432,Anoka County,45.116629,-93.262399,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
MediaTech Institute-Austin,4719 S. Congress Ave,Austin,TX,78745,Travis County,30.21466,-97.768911,"Austin-Round Rock, TX",,,,,,,,
MediaTech Institute-Houston,3324 Walnut Bend Ln,Houston,TX,77042,Harris County,29.724809,-95.568341,"Houston-The Woodlands-Sugar Land, TX",,,,,,,,
Fortis College-Phoenix,555 N 18 St Ste 110,Phoenix,AZ,85006,Maricopa County,33.454176,-112.042951,"Phoenix-Mesa-Scottsdale, AZ",,,,,,,,
Miller-Motte College-Raleigh,3901 Capital Blvd Ste 151,Raleigh,NC,27604-6072,Wake County,35.835536,-78.585643,"Raleigh, NC",,,,,,,,
Lamson Institute,5819 NW Loop 410-Ste 160,San Antonio,TX,78238,Bexar County,29.481426,-98.607504,"San Antonio-New Braunfels, TX",,,,,,,,
College of Hair Design-East Campus,9000 Andermatt Dr,Lincoln,NE,68526,Lancaster County,40.734543,-96.597358,"Lincoln, NE",,,,,,,,
Sanford-Brown College-Online,7702 Woodland Center Blvd Suite 100,Tampa,FL,33614,Hillsborough County,28.02103,-82.520771,"Tampa-St. Petersburg-Clearwater, FL",,,,,,,,
Le Cordon Bleu College of Culinary Arts-St Louis,7898 Veterans Memorial Pkwy,St Peters,MO,63376,St. Charles County,38.801588,-90.660121,"St. Louis, MO-IL",,,,,,,,
Sanford-Brown College-San Antonio,"4511 Horizon Hill Boulevard, Suite 300",San Antonio,TX,78229,Bexar County,29.51871,-98.558155,"San Antonio-New Braunfels, TX",,,,,,,,
Heritage College-Wichita,2800 S Rock Rd,Wichita,KS,67210,Sedgwick County,37.643349,-97.243501,"Wichita, KS",,,,,,,,
Heritage College-Little Rock,1309 Old Forge Drive,Little Rock,AR,72227,Pulaski County,34.7645,-92.38314,"Little Rock-North Little Rock-Conway, AR",,,,,,,,
Argosy University-Phoenix Online Division,2233 West Dunlap Avenue,Phoenix,AZ,85021,Maricopa County,33.566817,-112.107494,"Phoenix-Mesa-Scottsdale, AZ",,,,,,,,
MedTech College-Greenwood Campus,1500 American Way,Greenwood,IN,46143,Johnson County,39.620244,-86.077364,"Indianapolis-Carmel-Anderson, IN",,,,,,,,
MedTech College-Ft Wayne Campus,7230 Engle Rd # 200,Ft. Wayne,IN,46804,Allen County,41.044946,-85.237153,"Fort Wayne, IN",,,,,,,,
MedTech College-Lexington Campus,1648 McGrathiana Pkwy #200,Lexington,KY,40511,Fayette County,38.097029,-84.490924,"Lexington-Fayette, KY",,,,,,,,
ITT Technical Institute-Madison,382 Galleria Pkwy Ste 100,Madison,MS,39110,Madison County,32.488133,-90.124798,"Jackson, MS",,,,,,,,
ITT Technical Institute-Springfield,3216 S. National Ave,Springfield,MO,65807,Greene County,37.154882,-93.275957,"Springfield, MO",,,,,,,,
ITT Technical Institute-Huntington,"5183 US Route 60, Building 1, Ste 40",Huntington,WV,25705,Cabell County,38.413651,-82.342759,"Huntington-Ashland, WV-KY-OH",,,,,,,,
ITT Technical Institute-Concord,1140 Galaxy Way Ste 400,Concord,CA,94520,Contra Costa County,37.975746,-122.054354,"San Francisco-Oakland-Hayward, CA",,,,,,,,
ITT Technical Institute-Fort Myers,13500 Powers Court Ste 100,Fort Myers,FL,33912,Lee County,26.545169,-81.808948,"Cape Coral-Fort Myers, FL",,,,,,,,
ITT Technical Institute-Charlotte North,10926 David Taylor Drive Ste 100,Charlotte,NC,28262,Mecklenburg County,35.338374,-80.764873,"Charlotte-Concord-Gastonia, NC-SC",,,,,,,,
Fortis College-Salt Lake City,3949 S 700 E Ste 150,Salt Lake City,UT,84107,Salt Lake County,40.685819,-111.870502,"Salt Lake City, UT",,,,,,,,
Polytechnic University of Puerto Rico-Miami,"8180 N.W. 36 St., Suite 401",Miami,FL,33166,Miami-Dade County,25.809154,-80.328852,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
Polytechnic University of Puerto Rico-Orlando,550 N Econlockhatchee Tr,Orlando,FL,32825,Orange County,28.55145,-81.254901,"Orlando-Kissimmee-Sanford, FL",,,,,,,,
Ross Medical Education Center-Fort Wayne,"4122 Lima Road, Unit A5",Fort Wayne,IN,46805,Allen County,41.114759,-85.145448,"Fort Wayne, IN",,,,,,,,
Ross Medical Education Center-Portage,6235 S Westnedge,Portage,MI,49002,Kalamazoo County,42.226492,-85.588652,"Kalamazoo-Portage, MI",,,,,,,,
The Commonwealth Medical College,525 Pine St,Scranton,PA,18510,Lackawanna County,41.41329,-75.656178,"Scranton--Wilkes-Barre--Hazleton, PA",,,,,,,,
Josef's West Academy,4501 15 Ave SW,Fargo,ND,58103,Cass County,46.85887,-96.863414,"Fargo, ND-MN",,,,,,,,
Northeast Technology Center-Claremore,1901 N Hwy 88,Claremore,OK,74017,Rogers County,36.327191,-95.634154,"Tulsa, OK",,,,,,,,
Salon Success Academy-Fontana,16803 Arrow Hwy,Fontana,CA,92335,San Bernardino County,34.098967,-117.437619,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
Salon Success Academy-Redlands,1915 W Redlands Blvd Ste 111,Redlands,CA,92373,San Bernardino County,34.062342,-117.218933,"Riverside-San Bernardino-Ontario, CA",,,,,,,,
Brown Mackie College-Phoenix,13430 N Black Canyon Ste. 190,Phoenix,AZ,85029,Maricopa County,33.6054,-112.118464,"Phoenix-Mesa-Scottsdale, AZ",,,,,,,,
Strayer University-West Virginia,100 Corporate Center Dr,Scott Depot,WV,25560,Putnam County,38.45354,-81.92702,"Huntington-Ashland, WV-KY-OH",,,,,,,,
Regency Beauty Institute-Tinley Park,15931 South Harlem Avenue,Tinley Park,IL,60477,Cook County,41.601853,-87.793543,"Chicago-Naperville-Elgin, IL-IN-WI",,,,,,,,
Regency Beauty Institute-Columbia,"260T Harbison Blvd, Unit 20",Columbia,SC,29212,Lexington County,34.070582,-81.158838,"Columbia, SC",,,,,,,,
Regency Beauty Institute-South Bend,"4150 Grape Road, Suite A",Mishawaka,IN,46545,St. Joseph County,41.697537,-86.186534,"South Bend-Mishawaka, IN-MI",,,,,,,,
Regency Beauty Institute-Detroit Lakeside,13885 Hall Road,Shelby Township,MI,48315,Macomb County,42.629311,-82.99047,"Detroit-Warren-Dearborn, MI",,,,,,,,
Regency Beauty Institute-Fort Myers,"11621 South Cleveland Ave, Suite #30",Fort Myers,FL,33907,Lee County,26.571723,-81.870933,"Cape Coral-Fort Myers, FL",,,,,,,,
Regency Beauty Institute-Arlington,"1118 West Arbrook, Suite 100",Arlington,TX,76015,Tarrant County,32.685145,-97.10155,"Dallas-Fort Worth-Arlington, TX",,,,,,,,
Regency Beauty Institute-Durham,1058 West Club Blvd Ste 826,Durham,NC,27701,Durham County,36.017972,-78.909964,"Durham-Chapel Hill, NC",,,,,,,,
Minnesota School of Business-Elk River,11500 193rd Ave NW,Elk River,MN,55330,Sherburne County,45.320025,-93.560521,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Brown Mackie College-Greenville,"Two Liberty Square, 75 Beattie Place Ste 100",Greenville,SC,29601,Greenville County,34.853438,-82.394491,"Greenville-Anderson-Mauldin, SC",,,,,,,,
Globe University-Sioux Falls,5101 S Broadband Ln,Sioux Falls,SD,57108,Lincoln County,43.498932,-96.786599,"Sioux Falls, SD",,,,,,,,
Globe University-Eau Claire,4955 Bullis Farm Rd,Eau Claire,WI,54701-5168,Eau Claire County,44.768275,-91.42789,"Eau Claire, WI",,,,,,,,
Vanguard College of Cosmetology-Baton Rouge,12158 Coursey Blvd,Baton Rouge,LA,70816,East Baton Rouge Parish,30.41129,-91.044881,"Baton Rouge, LA",,,,,,,,
Globe University-Minneapolis,"IDS Center, 80 South 8th Street, Suite 51",Minneapolis,MN,55402,Hennepin County,44.975817,-93.272232,"Minneapolis-St. Paul-Bloomington, MN-WI",,,,,,,,
Beauty Schools of America-Homestead,600 NE 22 Terrace #108,Homestead,FL,33030,Miami-Dade County,25.47522,-80.44566,"Miami-Fort Lauderdale-West Palm Beach, FL",,,,,,,,
South Texas Vocational Technical Institute-Brownsville,2144 Central Blvd,Brownsville,TX,78520,Cameron County,25.93711,-97.508351,"Brownsville-Harlingen, TX",,,,,,,,
South Texas Vocational Technical Institute-Corpus Christi,2000 South Padre Island Dr,Corpus Christi,TX,78416,Nueces County,27.739649,-97.433269,"Corpus Christi, TX",,,,,,,,
